First Name,Last Name,Enrollment No,Full Name,Clan,Course,Parents Name,Mobile Number,Email,Band Color,Hostel Allocated,Fees Paid,Pending Fees
Vatsya,Aggarwal,2501010501,VATSYA AGGARWAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Pradeep Aggarwal,+91975422599,vatsya.pradeep@gmail.com,Red,True,True,False
Vibhu,Kakkar,2501010505,VIBHU KAKKAR,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Pradeep Kakkar,+91611778731,vibhu.pradeep@gmail.com,Blue,False,True,True
Vishal,Maurya,2501010513,VISHAL MAURYA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Rakesh Maurya,+91747360534,vishal.rakesh@gmail.com,Blue,False,False,False
Yash,Gupta,2501010519,YASH GUPTA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Rajesh Gupta,+91903830827,yash.rajesh@gmail.com,Red,False,True,False
Yash,sengar,2501010518,YASH SENGAR,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Suresh sengar,+91925562007,yash.suresh@gmail.com,Red,True,True,True
Yashika,Bharti,2501010572,YASHIKA BHARTI,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Arun Bharti,+91753649315,yashika.arun@gmail.com,Blue,True,False,True
Yashika,Gupta,2501010724,Yashika Gupta,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ajay Gupta,+91925915537,yashika.ajay@gmail.com,Blue,True,True,False
Yashvardhan,Mundhra,2501010527,YASHVARDHAN MUNDHRA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Alok Mundhra,+91717577164,yashvardhan.alok@gmail.com,Blue,False,True,True
Yatharth,Soni,2501010531,YATHARTH SONI,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Sanjay Soni,+91933338407,yatharth.sanjay@gmail.com,Blue,False,True,False
Yatin,Sharma,2501010710,YATIN SHARMA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Deepak Sharma,+91963872023,yatin.deepak@gmail.com,Red,True,True,True
Yogye,Berry,2501010532,YOGYE BERRY,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Sunil Berry,+91937288135,yogye.sunil@gmail.com,Blue,False,False,True
Yugam,Panchal,2501010535,YUGAM PANCHAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Anil Panchal,+91936864007,yugam.anil@gmail.com,Blue,False,False,True
Yuvraj,Babbar,2501010539,YUVRAJ BABBAR,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Suresh Babbar,+91765857076,yuvraj.suresh@gmail.com,Red,False,False,False
Aarush,Gupta,2502140001,AARUSH GUPTA,Vijaya,"B.Tech - CS,DS and Business",Manoj Gupta,+91617912445,aarush.manoj@gmail.com,Blue,False,True,True
Aayush,JINDAL,2502140003,AAYUSH JINDAL,Vijaya,"B.Tech - CS,DS and Business",Karan JINDAL,+91795883382,aayush.karan@gmail.com,Blue,False,True,False
Abhishek,Kumar,2502140006,ABHISHEK KUMAR,Vijaya,"B.Tech - CS,DS and Business",Sunil Kumar,+91648389986,abhishek.sunil@gmail.com,Red,True,False,False
Ayush,Vishnoi,2502140018,AYUSH VISHNOI,Vijaya,"B.Tech - CS,DS and Business",Pradeep Vishnoi,+91775405995,ayush.pradeep@gmail.com,Blue,False,True,False
Devishi,Grover,2502140132,DEVISHI GROVER,Vijaya,"B.Tech - CS,DS and Business",Vikram Grover,+91694296046,devishi.vikram@gmail.com,Blue,True,True,False
Kapish,garg,2502140029,KAPISH GARG,Vijaya,"B.Tech - CS,DS and Business",Sanjay garg,+91670952750,kapish.sanjay@gmail.com,Red,False,True,True
Krish,Bansal,2502140033,KRISH BANSAL,Vijaya,"B.Tech - CS,DS and Business",Ashok Bansal,+91796418266,krish.ashok@gmail.com,Red,True,True,False
Kshitiz,Kumar,2502140035,KSHITIZ KUMAR,Vijaya,"B.Tech - CS,DS and Business",Vinod Kumar,+91869399011,kshitiz.vinod@gmail.com,Red,False,False,False
Lakshya,Katiyar,2502140038,LAKSHYA KATIYAR,Vijaya,"B.Tech - CS,DS and Business",Deepak Katiyar,+91688339115,lakshya.deepak@gmail.com,Blue,True,False,True
Mannat,Bansal,2502140040,MANNAT BANSAL,Vijaya,"B.Tech - CS,DS and Business",Deepak Bansal,+91858690083,mannat.deepak@gmail.com,Red,False,False,False
Moksh,Ajmeria,2502140045,MOKSH AJMERIA,Vijaya,"B.Tech - CS,DS and Business",Pradeep Ajmeria,+91781846367,moksh.pradeep@gmail.com,Red,True,True,True
NICK,TYAGI,2502140049,NICK TYAGI,Vijaya,"B.Tech - CS,DS and Business",Anil TYAGI,+91851433496,nick.anil@gmail.com,Red,False,False,False
Poorak,Pandey,2502140055,POORAK PANDEY,Vijaya,"B.Tech - CS,DS and Business",Ramesh Pandey,+91675568347,poorak.ramesh@gmail.com,Blue,True,False,True
Rajat,Bhatti,2502140117,RAJAT BHATTI,Vijaya,"B.Tech - CS,DS and Business",Ajay Bhatti,+91963098534,rajat.ajay@gmail.com,Blue,False,True,False
Raunak,Jaiswal,2502140105,RAUNAK JAISWAL,Vijaya,"B.Tech - CS,DS and Business",Rakesh Jaiswal,+91899204934,raunak.rakesh@gmail.com,Blue,True,True,True
Ravi,Antil,2502140114,RAVI ANTIL,Vijaya,"B.Tech - CS,DS and Business",Alok Antil,+91648480985,ravi.alok@gmail.com,Blue,True,False,False
Saksham,Yadav,2502140062,SAKSHAM YADAV,Vijaya,"B.Tech - CS,DS and Business",Rakesh Yadav,+91607472523,saksham.rakesh280@gmail.com,Red,False,False,False
Satyam,Aggarwal,2502140070,SATYAM AGGARWAL,Vijaya,"B.Tech - CS,DS and Business",Ashok Aggarwal,+91666351197,satyam.ashok@gmail.com,Red,False,False,True
Shrishti,Tiwari,2502140077,SHRISHTI TIWARI,Vijaya,"B.Tech - CS,DS and Business",Manoj Tiwari,+91797882919,shrishti.manoj@gmail.com,Red,True,False,True
SUMATI,SEN,2502140084,SUMATI SEN,Vijaya,"B.Tech - CS,DS and Business",Deepak SEN,+91913833311,sumati.deepak@gmail.com,Blue,False,True,True
Vansh,jain,2502140093,VANSH JAIN,Vijaya,"B.Tech - CS,DS and Business",Rakesh jain,+91942818526,vansh.rakesh972@gmail.com,Red,True,False,True
Yanshika,Rana,2502140120,YANSHIKA RANA,Vijaya,"B.Tech - CS,DS and Business",Alok Rana,+91658167870,yanshika.alok@gmail.com,Blue,True,False,False
yash,Kumar,2502140131,YASH KUMAR,Vijaya,"B.Tech - CS,DS and Business",Ajay Kumar,+91853122217,yash.ajay@gmail.com,Blue,True,True,False
Chandan,Kumar,2502110011,CHANDAN KUMAR,Vijaya,BBA - Entrepreneurship,Rajesh Kumar,+91932616688,chandan.rajesh@gmail.com,Red,False,False,True
Digvijay,Shahi,2502110012,DIGVIJAY SHAHI,Vijaya,BBA - Entrepreneurship,Ashok Shahi,+91776097029,digvijay.ashok@gmail.com,Blue,True,True,False
Maanit,Agarwal,2502110048,MAANIT AGARWAL,Vijaya,BBA - Entrepreneurship,Rahul Agarwal,+91718845609,maanit.rahul@gmail.com,Red,True,True,True
Madhavan,Bhimrajka,2502110020,MADHAVAN BHIMRAJKA,Vijaya,BBA - Entrepreneurship,Ramesh Bhimrajka,+91941129883,madhavan.ramesh@gmail.com,Blue,False,True,True
Mehnashi,Insha,2502110022,MEHNASHI INSHA,Vijaya,BBA - Entrepreneurship,Manoj Insha,+91976387939,mehnashi.manoj@gmail.com,Red,False,False,False
Parv,.,2502110076,Parv .,Vijaya,BBA - Entrepreneurship,Pradeep .,+91948557775,parv.pradeep@gmail.com,Red,False,False,False
Sarthak,Aggarwal,2502110031,SARTHAK AGGARWAL,Vijaya,BBA - Entrepreneurship,Vikram Aggarwal,+91662639917,sarthak.vikram@gmail.com,Red,False,True,False
Vanshika,Ahlawat,2502110062,VANSHIKA AHLAWAT,Vijaya,BBA - Entrepreneurship,Sunil Ahlawat,+91624345382,vanshika.sunil@gmail.com,Red,True,False,False
VISHESS,PANI,2502110043,VISHESS PANI,Vijaya,BBA - Entrepreneurship,Suresh PANI,+91763404488,vishess.suresh@gmail.com,Blue,True,False,False
Yashaswi,agrawal,2502110044,Yashaswi Agrawal,Vijaya,BBA - Entrepreneurship,Arun agrawal,+91662341708,yashaswi.arun@gmail.com,Red,True,True,False
